indicator_id,indicator_label,area_code,area_name,value,unit,period,source,source_url,geography,feature_id_key,indicator_group,value_direction,interpretation,aggregation_method,mean_imd_rank,mean_imd_score,unweighted_mean_imd_rank,median_imd_rank,population_total,lsoa_count,most_deprived_10_lsoa_count,most_deprived_10_lsoa_pct,most_deprived_20_lsoa_count,most_deprived_20_lsoa_pct,need_score
imd2019_need,IMD 2019 population-weighted relative need index,E07000226,Crawley,56.2,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,16365.3,18.9,16269.3,13897.0,110887,66,1,1.5,2,3.0,56.2
imd2019_need,IMD 2019 population-weighted relative need index,E09000008,Croydon,64.3,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,14473.8,22.5,14926.6,13892.0,380070,220,5,2.3,39,17.7,64.3
imd2019_need,IMD 2019 population-weighted relative need index,E07000096,Dacorum,32.2,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,22009.8,13.0,22246.2,22667.0,150103,94,0,0.0,3,3.2,32.2
imd2019_need,IMD 2019 population-weighted relative need index,E06000005,Darlington,63.9,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,14560.4,25.7,14055.9,12581.0,105998,65,12,18.5,21,32.3,63.9
imd2019_need,IMD 2019 population-weighted relative need index,E07000107,Dartford,53.3,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,17035.8,18.8,17163.3,16903.0,103531,58,1,1.7,7,12.1,53.3
imd2019_need,IMD 2019 population-weighted relative need index,E07000151,Daventry,31.7,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,22107.7,13.2,21956.9,22854.0,78541,44,1,2.3,1,2.3,31.7
imd2019_need,IMD 2019 population-weighted relative need index,E06000015,Derby,66.7,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,13891.2,26.3,14529.2,12807.0,253875,151,24,15.9,51,33.8,66.7
imd2019_need,IMD 2019 population-weighted relative need index,E07000035,Derbyshire Dales,27.8,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,23033.5,11.9,23092.8,24271.0,70873,43,1,2.3,1,2.3,27.8
imd2019_need,IMD 2019 population-weighted relative need index,E08000017,Doncaster,78.1,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,11231.7,30.3,11275.1,8904.0,302902,194,46,23.7,78,40.2,78.1
imd2019_need,IMD 2019 population-weighted relative need index,E06000059,Dorset,42.3,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,19617.8,15.7,19776.0,19267.0,370741,219,6,2.7,11,5.0,42.3
imd2019_need,IMD 2019 population-weighted relative need index,E07000108,Dover,62.3,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,14929.7,22.2,14972.3,14833.0,113446,67,5,7.5,12,17.9,62.3
imd2019_need,IMD 2019 population-weighted relative need index,E08000027,Dudley,63.5,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,14651.1,24.1,15148.9,13347.0,316331,201,22,10.9,52,25.9,63.5
imd2019_need,IMD 2019 population-weighted relative need index,E09000009,Ealing,66.9,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,13853.3,22.7,14031.2,13161.0,344285,196,4,2.0,33,16.8,66.9
imd2019_need,IMD 2019 population-weighted relative need index,E07000009,East Cambridgeshire,27.4,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,23135.0,11.5,23106.1,22876.0,87783,50,0,0.0,0,0.0,27.4
imd2019_need,IMD 2019 population-weighted relative need index,E07000040,East Devon,32.4,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,21951.7,12.8,22003.2,22304.0,138380,81,0,0.0,0,0.0,32.4
imd2019_need,IMD 2019 population-weighted relative need index,E07000085,East Hampshire,21.1,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,24608.4,10.3,24518.2,26017.5,118694,72,0,0.0,0,0.0,21.1
imd2019_need,IMD 2019 population-weighted relative need index,E07000242,East Hertfordshire,12.0,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,26753.5,8.2,26583.5,27822.0,144488,84,0,0.0,0,0.0,12.0
imd2019_need,IMD 2019 population-weighted relative need index,E07000137,East Lindsey,80.5,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,10666.0,29.9,10879.9,9610.0,138068,81,13,16.0,29,35.8,80.5
imd2019_need,IMD 2019 population-weighted relative need index,E07000152,East Northamptonshire,35.0,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,21330.9,13.9,21069.7,22671.0,90074,49,0,0.0,2,4.1,35.0
imd2019_need,IMD 2019 population-weighted relative need index,E06000011,East Riding of Yorkshire,37.5,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,20749.9,15.6,20628.6,21665.5,335704,210,13,6.2,17,8.1,37.5
imd2019_need,IMD 2019 population-weighted relative need index,E07000193,East Staffordshire,51.1,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,17556.7,19.0,17986.7,18804.0,115284,72,3,4.2,13,18.1,51.1
imd2019_need,IMD 2019 population-weighted relative need index,E07000244,East Suffolk,51.1,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,17570.4,19.6,17196.9,16318.5,242733,146,10,6.8,20,13.7,51.1
imd2019_need,IMD 2019 population-weighted relative need index,E07000061,Eastbourne,62.6,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,14856.5,22.1,15040.7,13274.0,102204,61,4,6.6,12,19.7,62.6
imd2019_need,IMD 2019 population-weighted relative need index,E07000086,Eastleigh,20.2,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,24822.4,10.2,24970.1,26616.0,128977,77,0,0.0,1,1.3,20.2
imd2019_need,IMD 2019 population-weighted relative need index,E07000030,Eden,48.6,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,18156.9,16.3,18237.3,17195.5,52576,36,0,0.0,0,0.0,48.6
imd2019_need,IMD 2019 population-weighted relative need index,E07000207,Elmbridge,10.0,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,27210.1,7.9,27159.1,29646.0,135398,81,0,0.0,0,0.0,10.0
imd2019_need,IMD 2019 population-weighted relative need index,E09000010,Enfield,73.0,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,12426.4,25.8,12698.5,9993.0,328738,183,10,5.5,55,30.1,73.0
imd2019_need,IMD 2019 population-weighted relative need index,E07000072,Epping Forest,41.1,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,19914.7,15.1,20239.7,20832.0,129274,78,0,0.0,1,1.3,41.1
imd2019_need,IMD 2019 population-weighted relative need index,E07000208,Epsom and Ewell,13.8,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,26312.9,8.8,26723.6,29613.5,78459,44,0,0.0,0,0.0,13.8
imd2019_need,IMD 2019 population-weighted relative need index,E07000036,Erewash,48.6,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,18151.4,18.8,18127.0,19362.0,114684,73,4,5.5,11,15.1,48.6
imd2019_need,IMD 2019 population-weighted relative need index,E07000041,Exeter,43.1,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,19439.0,16.2,19288.9,20147.0,125534,74,0,0.0,6,8.1,43.1
imd2019_need,IMD 2019 population-weighted relative need index,E07000087,Fareham,14.9,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,26067.2,9.0,25983.1,28052.0,115182,73,0,0.0,0,0.0,14.9
imd2019_need,IMD 2019 population-weighted relative need index,E07000010,Fenland,75.0,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,11951.1,25.4,11877.1,10908.0,98366,55,4,7.3,11,20.0,75.0
imd2019_need,IMD 2019 population-weighted relative need index,E07000112,Folkestone and Hythe,68.4,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,13507.5,24.1,13539.1,13611.0,109838,67,4,6.0,15,22.4,68.4
imd2019_need,IMD 2019 population-weighted relative need index,E07000080,Forest of Dean,54.0,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,16875.1,18.0,16772.9,17478.0,84576,50,1,2.0,1,2.0,54.0
imd2019_need,IMD 2019 population-weighted relative need index,E07000119,Fylde,41.7,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,19765.5,15.9,19611.0,20378.0,76910,51,2,3.9,4,7.8,41.7
imd2019_need,IMD 2019 population-weighted relative need index,E08000037,Gateshead,74.7,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,12013.8,28.2,12238.2,9529.0,201724,126,21,16.7,40,31.7,74.7
imd2019_need,IMD 2019 population-weighted relative need index,E07000173,Gedling,39.0,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,20406.2,14.9,20429.4,21601.0,116142,77,1,1.3,2,2.6,39.0
imd2019_need,IMD 2019 population-weighted relative need index,E07000081,Gloucester,55.5,0-100 relative index,2019,"English Indices of Deprivation 2019 File 7: ranks, deciles, scores and population denominators",https://assets.publishing.service.gov.uk/media/5dc407b440f0b6379a7acc8d/File_7_-_All_IoD2019_Scores__Ranks__Deciles_and_Population_Denominators_3.csv,lad_2019,properties.lad19cd,social_need,higher_is_higher_need,"Higher index values mean stronger relative deprivation within the selected geography level. The index is derived from the population-weighted average IMD rank of LSOAs in each 2019 local authority; 100 is the highest relative need in the current map, not an absolute deprivation score.",Population-weighted average IMD rank using total population mid-2015 excluding prisoners,16537.9,21.8,16389.5,17365.5,127169,78,9,11.5,21,26.9,55.5
